ecosystem,habitat,notes,trophic_position,organ,species,genus,species1,phylum,class,order,family,original_study,name_of_data_extractor,study_number,date_data_extracted,data_from,reference,reference_notes,source,common_name,dha,epa,ala,fa_id
Marine,NA,Phytoplankton,Producer,NA,Isochrysis_galbana,Isochrysis,galbana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,0,2.8,0.3,2781
Marine,NA,Phytoplankton,Producer,NA,Isochrysis_galbana,Isochrysis,galbana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,14.4,0.5,6.3,2782
Marine,NA,Phytoplankton,Producer,NA,Isochrysis_galbana,Isochrysis,galbana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,11.1,0.6,5.8,2783
Marine,NA,Phytoplankton,Producer,NA,Isochrysis_galbana,Isochrysis,galbana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,8.2,1.9,5.2,2784
Marine,NA,Phytoplankton,Producer,NA,Pavlova_Lutheri,Pavlova,Lutheri,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,5.2,11.7,0,2785
Marine,NA,Phytoplankton,Producer,NA,Pavlova_Lutheri,Pavlova,Lutheri,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,4.9,14,0,2786
Marine,NA,Phytoplankton,Producer,NA,Pavlova_Lutheri,Pavlova,Lutheri,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,9.7,16.9,2.9,2787
Marine,NA,Phytoplankton,Producer,NA,Pavlova_Lutheri,Pavlova,Lutheri,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,1.9,7.9,0.2,2788
Marine,NA,Phytoplankton,Producer,NA,Pavlova_Lutheri,Pavlova,Lutheri,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,2.3,10.8,0.2,2789
Marine,NA,Phytoplankton,Producer,NA,Pavlova_lutheri,Pavlova,lutheri,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,5.2,11.7,0,2790
Marine,NA,Phytoplankton,Producer,NA,Pavlova_lutheri,Pavlova,lutheri,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,4.9,14,0,2791
Marine,NA,Phytoplankton,Producer,NA,Pavlova_lutheri,Pavlova,lutheri,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,9.7,16.9,2.9,2792
Marine,NA,Phytoplankton,Producer,NA,Pavlova_lutheri,Pavlova,lutheri,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,1.9,7.9,0.2,2793
Marine,NA,Phytoplankton,Producer,NA,Pavlova_lutheri,Pavlova,lutheri,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,2.3,10.8,0.2,2794
Marine,NA,Phytoplankton,Producer,NA,Pavlova_lutheri,Pavlova,lutheri,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,9.36,22.9,2.56,2795
Marine,NA,Phytoplankton,Producer,NA,Pavlova_lutheri,Pavlova,lutheri,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,8,24.7,1.87,2796
Marine,NA,Phytoplankton,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,4.1,22.1,0.7,2797
Marine,NA,Phytoplankton,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,3.9,23.3,0.8,2798
Marine,NA,Phytoplankton,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,2.9,16.2,0.9,2799
Marine,NA,Phytoplankton,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,3.5,20.9,0.9,2800
Marine,NA,Phytoplankton,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,1.8,10.1,0.3,2801
Marine,NA,Phytoplankton,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,4.1,22.1,0.7,2802
Marine,NA,Phytoplankton,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,3.9,23.3,0.8,2803
Marine,NA,Phytoplankton,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,2.9,16.2,0.9,2804
Marine,NA,Phytoplankton,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,3.5,20.9,0.9,2805
Marine,NA,Phytoplankton,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,1.8,10.1,0.3,2806
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,5.5,15.4,0.1,2807
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,4.7,13.6,0,2808
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,3.2,13.7,0.3,2809
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,1.1,5.1,0.2,2810
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,2.3,11.9,0.3,2811
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,4.7,13.6,0,2812
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,3.2,13.7,0.3,2813
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,1.1,5.1,0.2,2814
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,2.3,11.9,0.3,2815
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,5.25,16.4,0.46,2816
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,4.83,20.9,0.35,2817
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,5.5,15.4,0.1,2818
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,4.7,13.6,0,2819
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,3.2,13.7,0.3,2820
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,1.1,5.1,0.2,2821
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,NA,NA,NA,Thompson et al 1992,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,2.3,11.9,0.3,2822
Marine,NA,NA,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,Bacillariophyceae,NA,NA,Thompson et al 2002,Lily,8,3_07_2020,Hixson et al 2016,,,NA,Diatoms,4.1,22.1,0,2131
Marine,NA,NA,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,Bacillariophyceae,NA,NA,Thompson et al 2002,Lily,8,3_07_2020,Hixson et al 2016,,,NA,Diatoms,3.9,23.3,0,2132
Marine,NA,NA,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,Bacillariophyceae,NA,NA,Thompson et al 2002,Lily,8,3_07_2020,Hixson et al 2016,,,NA,Diatoms,2.9,16.2,0,2133
Marine,NA,NA,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,Bacillariophyceae,NA,NA,Thompson et al 2002,Lily,8,3_07_2020,Hixson et al 2016,,,NA,Diatoms,3.5,20.9,0,2134
Marine,NA,NA,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,Bacillariophyceae,NA,NA,Thompson et al 2002,Lily,8,3_07_2020,Hixson et al 2016,,,NA,Diatoms,1.8,10.1,0,2135
Marine,NA,NA,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,Coscinodiscophyceae,NA,NA,Thompson et al 2002,Lily,8,3_07_2020,Hixson et al 2016,,,NA,Diatoms,5.5,15.4,0,2159
Marine,NA,NA,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,Coscinodiscophyceae,NA,NA,Thompson et al 2002,Lily,8,3_07_2020,Hixson et al 2016,,,NA,Diatoms,4.7,13.6,0,2160
Marine,NA,NA,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,Coscinodiscophyceae,NA,NA,Thompson et al 2002,Lily,8,3_07_2020,Hixson et al 2016,,,NA,Diatoms,3.2,13.7,0,2161
Marine,NA,NA,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,Coscinodiscophyceae,NA,NA,Thompson et al 2002,Lily,8,3_07_2020,Hixson et al 2016,,,NA,Diatoms,1.1,5.1,0,2162
Marine,NA,NA,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,NA,Coscinodiscophyceae,NA,NA,Thompson et al 2002,Lily,8,3_07_2020,Hixson et al 2016,,,NA,Diatoms,2.3,11.9,0,2163
Marine,NA,NA,Producer,NA,Dunaliella_tertiolecta,Dunaliella,tertiolecta,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,0.7,0.6,34.6,1977
Marine,NA,NA,Producer,NA,Dunaliella_tertiolecta,Dunaliella,tertiolecta,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,0,0,28.6,1978
Marine,NA,NA,Producer,NA,Dunaliella_tertiolecta,Dunaliella,tertiolecta,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,0,0,30.7,1979
Marine,NA,NA,Producer,NA,Dunaliella_tertiolecta,Dunaliella,tertiolecta,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,0,0,29.2,1980
Marine,NA,NA,Producer,NA,Dunaliella_tertiolecta,Dunaliella,tertiolecta,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,0.6,0,26.7,1981
Marine,NA,NA,Producer,NA,Isochrysis_galbana,Isochrysis,galbana,Haptophyta,Coccolithophyceae,Isochrysidales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,4,11.6,0,2028
Marine,NA,NA,Producer,NA,Isochrysis_galbana,Isochrysis,galbana,Haptophyta,Coccolithophyceae,Isochrysidales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,0,2.8,0,2029
Marine,NA,NA,Producer,NA,Isochrysis_galbana,Isochrysis,galbana,Haptophyta,Coccolithophyceae,Isochrysidales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,14.4,0.5,3.7,2030
Marine,NA,NA,Producer,NA,Isochrysis_galbana,Isochrysis,galbana,Haptophyta,Coccolithophyceae,Isochrysidales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,11.1,0.6,4.6,2031
Marine,NA,NA,Producer,NA,Isochrysis_galbana,Isochrysis,galbana,Haptophyta,Coccolithophyceae,Isochrysidales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,8.2,1.9,3.6,2032
Marine,NA,NA,Producer,NA,Pavlova_lutheri,Pavlova,lutheri,Haptophyta,Pavlovophyceae,Pavlovales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,5.2,11.7,0,2035
Marine,NA,NA,Producer,NA,Pavlova_lutheri,Pavlova,lutheri,Haptophyta,Pavlovophyceae,Pavlovales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,4.9,14,0,2036
Marine,NA,NA,Producer,NA,Pavlova_lutheri,Pavlova,lutheri,Haptophyta,Pavlovophyceae,Pavlovales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,9.7,16.9,0.3,2037
Marine,NA,NA,Producer,NA,Pavlova_lutheri,Pavlova,lutheri,Haptophyta,Pavlovophyceae,Pavlovales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,1.9,7.9,0,2038
Marine,NA,NA,Producer,NA,Pavlova_lutheri,Pavlova,lutheri,Haptophyta,Pavlovophyceae,Pavlovales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,2.3,10.8,0,2039
Marine,NA,NA,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,Ochrophyta,Bacillariophyceae,Naviculales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,4.1,22.1,0,2062
Marine,NA,NA,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,Ochrophyta,Bacillariophyceae,Naviculales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,3.9,23.3,0,2063
Marine,NA,NA,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,Ochrophyta,Bacillariophyceae,Naviculales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,2.9,16.2,0,2064
Marine,NA,NA,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,Ochrophyta,Bacillariophyceae,Naviculales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,3.5,20.9,0,2065
Marine,NA,NA,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,Ochrophyta,Bacillariophyceae,Naviculales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,1.8,10.1,0,2066
Marine,NA,NA,Producer,NA,Chaetoceros_calcitrans,Chaetoceros,calcitrans,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,1.3,16.5,0,2074
Marine,NA,NA,Producer,NA,Chaetoceros_calcitrans,Chaetoceros,calcitrans,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,1.5,15.7,0,2075
Marine,NA,NA,Producer,NA,Chaetoceros_calcitrans,Chaetoceros,calcitrans,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,0.7,10.5,0,2076
Marine,NA,NA,Producer,NA,Chaetoceros_calcitrans,Chaetoceros,calcitrans,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,0.9,14.6,0,2077
Marine,NA,NA,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,4.7,13.6,0,2078
Marine,NA,NA,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,3.2,13.7,0,2079
Marine,NA,NA,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,1.1,5.1,0,2080
Marine,NA,NA,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,2.3,11.9,0,2081
Marine,NA,NA,Producer,NA,Chaetoceros_simplex,Chaetoceros,simplex,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,4,10.4,0,2082
Marine,NA,NA,Producer,NA,Chaetoceros_simplex,Chaetoceros,simplex,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,0.7,3.7,0,2083
Marine,NA,NA,Producer,NA,Chaetoceros_simplex,Chaetoceros,simplex,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,1.1,6.1,0,2084
Marine,NA,NA,Producer,NA,Chaetoceros_simplex,Chaetoceros,simplex,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,0.5,2,0,2085
Marine,NA,NA,Producer,NA,Chaetoceros_simplex,Chaetoceros,simplex,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,1.2,6.8,0,2086
Marine,NA,NA,Producer,NA,Chaetoceros_gracilis,Chaetoceros,gracilis,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,0,6.3,0,2087
Marine,NA,NA,Producer,NA,Chaetoceros_gracilis,Chaetoceros,gracilis,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,0,2.8,0,2088
Marine,NA,NA,Producer,NA,Chaetoceros_gracilis,Chaetoceros,gracilis,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,1.5,11.6,0,2089
Marine,NA,NA,Producer,NA,Chaetoceros_gracilis,Chaetoceros,gracilis,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,0.5,5.8,0,2090
Marine,NA,NA,Producer,NA,Chaetoceros_gracilis,Chaetoceros,gracilis,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,NA,Thompson1992,NA,7,NA,Galloway and Winder 2015,,,NA,NA,0.6,5.3,0,2091
Marine,NA,NA,Producer,NA,Pavlova_lutheri,Pavlova,lutheri,Haptophyta,Pavlovophyceae,Pavlovales,NA,Thompson1996,NA,7,NA,Galloway and Winder 2015,,,NA,NA,9.36,22.9,1.2,2040
Marine,NA,NA,Producer,NA,Pavlova_lutheri,Pavlova,lutheri,Haptophyta,Pavlovophyceae,Pavlovales,NA,Thompson1996,NA,7,NA,Galloway and Winder 2015,,,NA,NA,8,24.7,1.89,2041
Marine,NA,NA,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,NA,Thompson1996,NA,7,NA,Galloway and Winder 2015,,,NA,NA,5.25,16.4,0.34,2092
Marine,NA,NA,Producer,NA,Thalassiosira_pseudonana,Thalassiosira,pseudonana,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,NA,Thompson1996,NA,7,NA,Galloway and Winder 2015,,,NA,NA,4.83,20.9,0.36,2093
Marine,NA,Phytoplankton,Producer,NA,Amphidinium_carterae,Amphidinium,carterae,NA,NA,NA,NA,Thor et al 2007,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,4.1,2.8,12.7,2823
Marine,NA,Phytoplankton,Producer,NA,Phaeocystis_globosa,Phaeocystis,globosa,NA,NA,NA,NA,Thor et al 2007,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,0,2.3,15.9,2824
Terrestrial,NA,NA,Producer,NA,Cardaria_draba,Cardaria,draba,NA,NA,NA,Brassicaceae,TonguÃ§ and Erbas 2012,Miguel,16,27_11_2019,"Guil-Guerrero J., Torija-Isasa M. (2016) Fatty Acid Profiles of Mediterranean Wild Edible Plants. In: SÃ¡nchez-Mata M., TardÃ_o J. (eds) Mediterranean Wild Edible Plants. Springer, New York, NY",,,NA,Hoary cress,0,0,38.9,4234
Terrestrial,NA,NA,Producer,NA,Diplotaxis_tenuifolia,Diplotaxis,tenuifolia,NA,NA,NA,Brassicaceae,TonguÃ§ and Erbas 2012,Miguel,16,27_11_2019,"Guil-Guerrero J., Torija-Isasa M. (2016) Fatty Acid Profiles of Mediterranean Wild Edible Plants. In: SÃ¡nchez-Mata M., TardÃ_o J. (eds) Mediterranean Wild Edible Plants. Springer, New York, NY",,,NA,Lincoln weed,0,0,19.6,4235
Terrestrial,NA,NA,Producer,NA,Eruca_sativa,Eruca,sativa,NA,NA,NA,Brassicaceae,TonguÃ§ and Erbas 2012,Miguel,16,27_11_2019,"Guil-Guerrero J., Torija-Isasa M. (2016) Fatty Acid Profiles of Mediterranean Wild Edible Plants. In: SÃ¡nchez-Mata M., TardÃ_o J. (eds) Mediterranean Wild Edible Plants. Springer, New York, NY",,,NA,Salad rocket,0,0,8.3,4236
Terrestrial,NA,NA,Producer,NA,Carthamus_dentatus,Carthamus,dentatus,NA,NA,NA,Compositae,TonguÃ§ and Erbas 2012,Miguel,16,27_11_2019,"Guil-Guerrero J., Torija-Isasa M. (2016) Fatty Acid Profiles of Mediterranean Wild Edible Plants. In: SÃ¡nchez-Mata M., TardÃ_o J. (eds) Mediterranean Wild Edible Plants. Springer, New York, NY",,,NA,Toothed thistle,0,0,â€“,4237
Terrestrial,NA,NA,Producer,NA,Centaurea_depressa,Centaurea,depressa,NA,NA,NA,Compositae,TonguÃ§ and Erbas 2012,Miguel,16,27_11_2019,"Guil-Guerrero J., Torija-Isasa M. (2016) Fatty Acid Profiles of Mediterranean Wild Edible Plants. In: SÃ¡nchez-Mata M., TardÃ_o J. (eds) Mediterranean Wild Edible Plants. Springer, New York, NY",,,NA,Low cornflower,0,0,â€“,4238
Terrestrial,NA,Terrestrial plants,Producer,NA,Anacardium_occidentale,Anacardium,occidentale,NA,NA,NA,NA,Toschi et al 1993,Lily,2,24_06_20,Columbo et al 2017,,,NA,Cashew,NA,NA,0,3956
Marine,NA,Phytoplankton,Producer,NA,Chaetoceros_gracilis,Chaetoceros,gracilis,NA,NA,NA,NA,Tremblay et al 2007,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,1.14,10.71,0.18,2825
Marine,NA,Phytoplankton,Producer,NA,Skeletonema_costatum,Skeletonema,costatum,NA,NA,NA,NA,Tremblay et al 2007,Lily,2,24_06_20,Columbo et al 2017,,,NA,NA,5.3,13.8,2.46,2826
Terrestrial,NA,averaged across sites,Producer,whole,colonized_detritus,colonized,detritus,NA,NA,NA,NA,Twining et al 2019; Twining unpublished,Lily,35,06_07_2020,Twining et al 2019; Twining unpublished,,,wild,NA,NA,3.167748793,10.48251574,4268
Marine,NA,Macrophytes,Producer,NA,Ascophyllum_nodosum,Ascophyllum,nodosum,NA,NA,NA,NA,van Ginneken et al 2011,Lily,2,24_06_20,Columbo et al 2017,,,NA,Brown algae,0,4,2,2827
Marine,NA,Macrophytes,Producer,NA,Caulerpa_taxifolia,Caulerpa,taxifolia,NA,NA,NA,NA,van Ginneken et al 2011,Lily,2,24_06_20,Columbo et al 2017,,,NA,Green algae,0,8,18,2828
Marine,NA,Macrophytes,Producer,NA,Chondrus_crispus,Chondrus,crispus,NA,NA,NA,NA,van Ginneken et al 2011,Lily,2,24_06_20,Columbo et al 2017,,,NA,Green algae,0,8,2,2829
Marine,NA,Macrophytes,Producer,NA,Fucus_serratus,Fucus,serratus,NA,NA,NA,NA,van Ginneken et al 2011,Lily,2,24_06_20,Columbo et al 2017,,,NA,Brown algae,0,4,3,2830
Marine,NA,Macrophytes,Producer,NA,Laminaria_hyperborea,Laminaria,hyperborea,NA,NA,NA,NA,van Ginneken et al 2011,Lily,2,24_06_20,Columbo et al 2017,,,NA,Brown algae,0,26,0,2831
Marine,NA,Macrophytes,Producer,NA,Palmaria_palmata,Palmaria,palmata,NA,NA,NA,NA,van Ginneken et al 2011,Lily,2,24_06_20,Columbo et al 2017,,,NA,Red algae,0,59,2,2832
Marine,NA,Macrophytes,Producer,NA,Sargassum_natans,Sargassum,natans,NA,NA,NA,NA,van Ginneken et al 2011,Lily,2,24_06_20,Columbo et al 2017,,,NA,Brown algae,13,5,2,2833
Marine,NA,Macrophytes,Producer,NA,Ulva__lactuca,Ulva,,NA,NA,NA,NA,van Ginneken et al 2011,Lily,2,24_06_20,Columbo et al 2017,,,NA,Green algae,0,1,20,2834
Marine,NA,Macrophytes,Producer,NA,Undaria_pinnatifida,Undaria,pinnatifida,NA,NA,NA,NA,van Ginneken et al 2011,Lily,2,24_06_20,Columbo et al 2017,,,NA,Brown algae,0,16,7,2835
